IDENT,PROBLEM,ACTION,DESAB
104877,#3 ROCKER GASKET IS LEAKING.,REMOVED & REPLACED W/ NEW SILICONE GASKET.,#3 ROCKER GASKET IS LEAKING.
104878,OIL COOLER BOLT REMOVED,REINSTALLED BOLT,OIL COOLER BOLT REMOVED
104879,L/H ENG I/B FWD BAFFLE SCREW LOOSE.,REMOVED COWLING TO ACCESS SCREW. TIGHTENED SCREW. INSTA,LEFT ENGINE I/B FORWARD BAFFLE SCREW LOOSE.
104880,L/H ENG OIL COOLER BAFFLE CORNER NEEDS TO BE INSP. REMOVE FO,COMPLETED INSTALLATION OF BAFFLE.,LEFT ENGINE OIL COOLER BAFFLE CORNER NEEDS TO BE INSP. REMOVE FO
104881,BAFFLE SEAL ON RIGHT FRONT CYLINDER NEEDS TO BE REPLACED.,REPLACED W/ NEW BAFFLE SEAL. SECURED W/ POP RIVETS.,BAFFLE SEAL ON RIGHT FRONT CYLINDER NEEDS TO BE REPLACED.
104882,L/H #3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,LEFT #3 & 4 INTAKE GASKETS LEAKING.
104883,ENGINE INTAKE BOOT TORN.,REPLACED BOOT.,ENGINE INTAKE BOOT TORN.
104884,#4 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 CYLINDER INTAKE GASKET LEAKING.
104885,"#2, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.,"#2, 4 INTAKE GASKETS ARE LEAKING."
104886,ENGINE SHAKING & ROUGHNESS ON START UP.,COMPLETED REASSEMBLY OF ENGINE. SERVICED ENGINE W/ MINE,ENGINE SHAKING & ROUGHNESS ON START UP.
104887,#2 & 4 INTAKES LEAKING.,REPLACED GASKETS.,#2 & 4 INTAKES LEAKING.
104888,#3 CYLINDER HAS LOW COMPRESSION.,FOR CYLINDER REPLACEMENT.,#3 CYLINDER HAS LOW COMPRESSION.
104889,BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,BAFFLE PLUGS WORN.
104890,R/H BAFFLE PLUG HOLE NEEDS DOUBLER.,INSTALLED DOUBLER.,RIGHT BAFFLE PLUG HOLE NEEDS DOUBLER.
104891,#4 CYLINDER OIL DRAIN LINE CLAMPS LOOSE.,TIGHTENED CLAMPS.,#4 CYLINDER OIL DRAIN LINE CLAMPS LOOSE.
104892,#2 CYLINDER INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 CYLINDER INTAKE GASKET LEAKING.
104893,CYL #3 COMPRESSION 18/80.,BEGAN DISASSEMBLY OF ACCESSORIES TO FACILITATE CYLINDER,CYLINDER #3 COMPRESSION 18/80.
104893,CYL #3 COMPRESSION 18/80.,INSTALLED & TORQUED NEW CYL ASSY. DRY LASH CK GOOD. INS,CYLINDER #3 COMPRESSION 18/80.
104893,CYL #3 COMPRESSION 18/80.,"COMPLETED INSTALLATION OF ACCESSORIES, SERVICED SUMP W/",CYLINDER #3 COMPRESSION 18/80.
104896,TOP OIL COOLER HOSE KINKED & NOT SECURED.,UNKINKED & SECURED HOSE.,TOP OIL COOLER HOSE KINKED & NOT SECURED.
104897,L/H ENG #1 & 3 CYL BAFFLE ROD LOOSE.,TIGHTENED TIE ROD NUT.,LEFT ENGINE #1 & 3 CYLINDER BAFFLE ROD LOOSE.
104898,#3 CYL BAFFLE SCREW LOOSE.,TIGHTENED SCREW.,#3 CYLINDER BAFFLE SCREW LOOSE.
104899,LEFT BAFFLE LOOSE (#2 CYL BAFFLE SEAL).,REATTACHED BAFFLE SEAL.,LEFT BAFFLE LOOSE (#2 CYLINDER BAFFLE SEAL).
104900,#3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#3 INTAKE LEAKING.
104901,"R/H ENG #2, 4 INTAKE GASKETS LEAKING.",REPLACED INTAKE GASKETS.,"RIGHT ENGINE #2, 4 INTAKE GASKETS LEAKING."
104902,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#3 INTAKE GASKET LEAKING.
104903,BAFFLE PLUG IS BROKEN.,REMOVED & REPLACED BAFFLE PLUG.,BAFFLE PLUG IS BROKEN.
104904,RIGHT ENGINE BAFFLE SEAL LOOSE ON BOTTOM CORNER.,INSTALLED NEW SEAL IN BOTTOM CORNER.,RIGHT ENGINE BAFFLE SEAL LOOSE ON BOTTOM CORNER.
104905,"ANGLE BROKEN, L/H LOWER COWL O/B, NEAR FWD LATCH/PIN HOLE.",REPLACED BRACKET W/ PART MADE OF LIKE MATERIAL.,"ANGLE BROKEN, LEFT LOWER COWL O/B, NEAR FORWARD LATCH/PIN HOLE."
104906,#2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 3 ROCKER COVER GASKETS LEAKING.
104907,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,REMOVED ENGINE BAFFLES TO FACILITATE PERFORMING OF LYCO,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS
104907,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,"STARTED A/C, ENGINE RAN SMOOTH FOR 20 SECONDS & THEN BE",STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS
104907,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,COMPLETED INSTALLATION OF BAFFLES. RAN UP A/C. OPS & LE,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS
104907,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,PERFORMED  ON CYL #4. INSTALLED ALL ROCKER COVER,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS
104911,#3 AFT BAFFLE SCREW IS LOOSE.,TIGHTENED LOOSE SCREW.,#3 AFT BAFFLE SCREW IS LOOSE.
104912,L/H ENGINE BAFFLE ACCESS HOLE ELONGATED.,INSTALLED DOUBLER PATCH IAW  SE SRM.,LEFT ENGINE BAFFLE ACCESS HOLE ELONGATED.
104913,#2 & 4 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 4 ROCKER COVER LEAKING.
104914,PROP COULD USE A DRESSING; ROUGH ON EDGES.  CHT #4 GREATER T,"DRESSED PROP.  RAN A/C, COULD NOT DUPLICATE CHT DISCREP",PROP COULD USE A DRESSING; ROUGH ON EDGES.  CYLINDER HEAD TEMPERATURE #4 GREATER T
104915,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE GASKET LEAKING.
104916,#2 INTAKE LEAKING.,REPLACED GASKET.,#2 INTAKE LEAKING.
104917,"#2, 4 ROCKER COVER GASKETS LEAKING.",REPLACED #2 GASKET.,"#2, 4 ROCKER COVER GASKETS LEAKING."
104917,"#2, 4 ROCKER COVER GASKETS LEAKING.",REPLACED #4 GASKET.,"#2, 4 ROCKER COVER GASKETS LEAKING."
104919,"#2, 3 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,"#2, 3 INTAKE GASKETS LEAKING."
104920,R/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,RIGHT #3 INTAKE GASKET LEAKING.
104921,#1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#1 INTAKE IS LEAKING.
104922,PROP OVERSPEED 2720 FOR 1 SECOND.,"REMOVED FDM CARD, RESEARCHED DATA, FOUND OVERSPEED TO B",PROP OVERSPEED 2720 FOR 1 SECOND.
104923,#3 CYL CHT >200*F WARMER THAN OTHER CYLINDERS.,"RAN A/C, COULD NOT DUPLICATE DISCREP. ALL CHT TEMPS IN",#3 CYLINDER CYLINDER HEAD TEMPERATURE >200*F WARMER THAN OTHER CYLINDERS.
104924,#1 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW GASKET.,#1 INTAKE TUBE GASKET LEAKING.
104925,#3 ENGINE BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED SCREW.,#3 ENGINE BAFFLE MOUNTING SCREW LOOSE.
104926,R/H BAFFLE PLUG IS MISSING.,INSTALLED BAFFLE PLUG,RIGHT BAFFLE PLUG IS MISSING.
104927,R/H BAFFLE PLUG NEEDS PATCH.,INSTALLED BAFFLE PATCH W/ RIVETS.,RIGHT BAFFLE PLUG NEEDS PATCH.
104928,FWD ENG BLACK SEAL WORN AT ENG INDUCTION.,APPLIED SILICONE.,FORWARD ENGINE BLACK SEAL WORN AT ENGINE INDUCTION.
104929,#3 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.,#3 & 4 INTAKE GASKETS ARE LEAKING.
104930,SIDE BAFFLE PLUG HOLES ARE WORN OUT.,INSTALLED RIVETED PATCHES AROUND HOLES.,SIDE BAFFLE PLUG HOLES ARE WORN OUT.
104931,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#3 INTAKE GASKET LEAKING.
104932,#3 AFT BAFFLE BRACKET IS CRACKED.,REMOVED & REPLACED BAFFLE BRACKET.,#3 AFT BAFFLE BRACKET IS CRACKED.
104933,L/H ENG #4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,LEFT ENGINE #4 INTAKE LEAKING.
104934,BAFFLE SCREW MISSING ON #2 CYL BAFFLE SECTION.,INSTALLED SCREW.,BAFFLE SCREW MISSING ON #2 CYLINDER BAFFLE SECTION.
104935,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,"RAN A/C, COULD NOT DUPLICATE. REMVED COWL & CK'ED COMPR",AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED
104935,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,"RAN ENGINE AGAIN, OPS CK GOOD. MX FLIGHT TO BE PERFORME",AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED
104937,ENGINE STARTED FINE & RAN AT 1000 RPM. WENT TO LEAN ENGINE &,PERFORMED SEASONAL ADJUSTMENT OF IDLE SPEED & MIXTURE.,ENGINE STARTED FINE & RAN AT 1000 RPM. WENT TO LEAN ENGINE &
104938,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,#3 INTAKE LEAKING.
104939,#2 & 3 ROCKER COVER GASKETS NEED TO BE REPLACED.,REMOVED & REPLACED GASKETS.,#2 & 3 ROCKER COVER GASKETS NEED TO BE REPLACED.
104940,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,#3 INTAKE LEAKING ON RIGHT ENGINE.
104941,"#2, 3 & 4 INTAKES LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,"#2, 3 & 4 INTAKES LEAKING ON LEFT ENGINE."
104942,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,#2 ROCKER COVER LEAKING.
104943,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,#3 INTAKE LEAKING ON RIGHT ENGINE.
104944,INTAKE 2 & 3 LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,INTAKE 2 & 3 LEAKING ON LEFT ENGINE.
104945,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,RIGHT REAR ENGINE BAFFLE SCREW MISSING.
104946,#3 CYL ROCKER COVER EGT STAND OFF BROKEN.,REMOVED & REPLACED STAND OFF.,#3 CYLINDER ROCKER COVER EXHAUST GAS TEMPERATURE  STAND OFF BROKEN.
104947,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,RIGHT ENGINE #3 INTAKE GASKET LEAKING.
104948,#3 UPPER BAFFLE SEAL MISSING ON R/H ENGINE.,REPLACED BAFFLE SEAL.,#3 UPPER BAFFLE SEAL MISSING ON RIGHT ENGINE.
104949,LOOSE SCREW ON FWD OIL COOLER SHROUD.,TIGHTENED SCREW.,LOOSE SCREW ON FORWARD OIL COOLER SHROUD.
104950,"#2, 4 INTERCYLINDER BAFFLE CRACKED.",STOP DRILLED CRACK.,"#2, 4 INTERCYLINDER BAFFLE CRACKED."
104951,L/H BAFFLE PLUG DAMAGED.,REPLACED BAFFLE PLUG.,LEFT BAFFLE PLUG DAMAGED.
104952,#4 INTAKE OIL LEAK.,INSPECTED & FOUND OIL LEAK TO BE RESIDUAL. CLEANED AREA,#4 INTAKE OIL LEAK.
104953,#3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#3 INTAKE LEAKING.
104954,"#1, 2, 3 ROCKER COVERS LEAKING.",REMOVED & REPLACED GASKETS.,"#1, 2, 3 ROCKER COVERS LEAKING."
104955,THROTTLE LOOSE AT DASH.,TIGHTENED BACKING NUT.,THROTTLE LOOSE AT DASH.
104956,GROUNDING AREA FOR NEW ENG NEEDS PAINT REMOVED.,"CLEANED PAINT AWAY, BOTH SIDES OF AREA.",GROUNDING AREA FOR NEW ENGINE NEEDS PAINT REMOVED.
104957,FWD L/H ENG BAFFLE NEEDS SMALL PATCH OVER LARGE CRACK & STOP,INSTALLED PATCH OVER AREA - LIKE MATERIAL SRM CH 51-71-,FORWARD LEFT ENGINE BAFFLE NEEDS SMALL PATCH OVER LARGE CRACK & STOP
104958,ENGINE CHIP DETECTORS ARE REMOVED & WAITING FOR O-RINGS.,RECEIVED O-RINGS. REINSTALLED CHIP PLUGS & SAFETIED.,ENGINE CHIP DETECTORS ARE REMOVED & WAITING FOR O-RINGS.
104959,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,CHANGED OIL & FILTER.,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.
104960,#3 ROCKER COVER GASKET LEAKS.,REMOVED & REPLACED #3 ROCKER COVER GASKET. LEAK CK GOOD,#3 ROCKER COVER GASKET LEAKS.
104961,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,REVIEWED  - DETERMINED TO BE 8% OVERSPEED. BEGAN,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.
104961,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,REMOVED EXHAUST & PERFORMED  TO CYL #1 & COMPLET,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.
104961,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,"REMOVED ROCKER COVERS, #2 & 4 SIDE BAFFLES. PERFORMED S",DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.
104961,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,"INSTALLED L/H & R/H SIDE BAFFLES, ROCKER COVERS, CLAMPS",DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.
104965,#2 INTAKE LEAKING.,REPLACED GASKET.,#2 INTAKE LEAKING.
104966,R/H REAR ENGINE BAFFLE MOUNT LOOSE.,RESECURED ENGINE BAFFLE MOUNT.,RIGHT REAR ENGINE BAFFLE MOUNT LOOSE.
104967,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE GASKET LEAKING.
104968,#1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#1 ROCKER COVER GASKET LEAKING.
104969,SNIFFLER VALVES NEED TO BE CLEANED.,CLEANED VALVES.,SNIFFLER VALVES NEED TO BE CLEANED.
104970,FWD ENG BLACK SEAL NEEDS RTV WHERE INTAKE HITS IT.,INSTALLED RTV IN WORN AREAS.,FORWARD ENGINE BLACK SEAL NEEDS RTV WHERE INTAKE HITS IT.
104971,PAINT WAS NOT REMVOED AROUND ENG GROUNDING POINT.,REMOVED PAINT & INSTALLED GRD WIRE.,PAINT WAS NOT REMVOED AROUND ENGINE GROUNDING POINT.
104972,BAFFLE SCREW BY OIL DIPSTICK MISSING.,"REMOVED DIPSTICK TUBE, INSTALLED NEW SCREW, INSTALLED T",BAFFLE SCREW BY OIL DIPSTICK MISSING.
104973,BOTH BAFFLE PLUGS WORN (ENG).,REMOVED & REPLACED BOTH BAFFLE PLUGS.,BOTH BAFFLE PLUGS WORN (ENGINE).
104974,R/H BAFFLE TIE BROKEN.,INSTALLED NEW BAFFLE TIE.,RIGHT BAFFLE TIE BROKEN.
104975,#2 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.,#2 & 4 INTAKE GASKETS ARE LEAKING.
104976,L/H ENG CENTER CASE BOLT LEAKING OIL.,LEAK CK GOOD.,LEFT ENGINE CENTER CASE BOLT LEAKING OIL.
104977,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80).,OPS & LEAK CK GOOD.,RIGHT ENGINE #3 CYLINDER HAS LOW COMPRESSION (16/80).
104978,L/H ENG CENTER CASE BOLT LEAKING OIL.,"REMOVED BOLT, CLEANED CASE, INSTALLED, TORQUED & SEALED",LEFT ENGINE CENTER CASE BOLT LEAKING OIL.
104979,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80).,REMOVED & REPLACED CYL & PISTON W/ NEW IAW LYCOMING DIR,RIGHT ENGINE #3 CYLINDER HAS LOW COMPRESSION (16/80).
104980,RPM WENT TO RED.,"REMOVED FDM CARD, FOUND TO BE LESS THAN 5%. NO DEFECTS",RPM WENT TO RED.
104981,"THROTTLE IDLE, ENGINE SHUT DOWN.","PERFORMED GROUND RUN, COULD NOT DUPLICATE. OPS GOOD.","THROTTLE IDLE, ENGINE SHUT DOWN."
104982,#3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.,#3 INTAKE TUBE GASKET LEAKING.
104983,HARDWARE MISSING @ #3 BAFFLE.,INSTALLED NEW HARDWARE.,HARDWARE MISSING @ #3 BAFFLE.
104984,#4 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,#4 INTAKE GASKET LEAKS.
104985,#2 & 4 INTAKE GASKETS LEAKING.,REPLACED GASKETS.,#2 & 4 INTAKE GASKETS LEAKING.
104986,#2 INTAKE IS LEAKING.,INSTALLED NEW GASKET.,#2 INTAKE IS LEAKING.
104987,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,"INTAKES 2, 3 & 4 LEAKING ON LEFT ENGINE."
104988,#4 & 3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,#4 & 3 INTAKE LEAKING ON RIGHT ENGINE.
104989,CRACK ON BOTTOM O/B CORNER OF AFT BAFFLE @ L/H OIL COOLER.,STOP DRILLED CRACK.,CRACK ON BOTTOM O/B CORNER OF AFT BAFFLE @ LEFT OIL COOLER.
104990,BRACKET BROKEN FOR #4 BAFFLE.,FABRICATED NEW BRACKET FOR #4 BAFFLE.,BRACKET BROKEN FOR #4 BAFFLE.
104991,CLIP FOR OIL BAFFLE COOLER BRACKET WORN.,FABRICATED CLIP & INSTALLED.,CLIP FOR OIL BAFFLE COOLER BRACKET WORN.
104992,#1 INTAKE GASKET LEAKING.,INSTALLED NEW GASKET.,#1 INTAKE GASKET LEAKING.
104993,#4 INTAKE LEAKING ON L/H ENGINE.,REPLACED INTAKE GASKET.,#4 INTAKE LEAKING ON LEFT ENGINE.
104994,#1 & 3 INTAKES LEAKING ON R/H ENGINE.,REPLACED INTAKE GASKETS.,#1 & 3 INTAKES LEAKING ON RIGHT ENGINE.
104995,#1 ROCKER COVER LEAKING ON R/H ENGINE.,REMOVED & REPLACED ROCKER COVER GASKET.,#1 ROCKER COVER LEAKING ON RIGHT ENGINE.
104996,ENG BAFFLE PLUGS ARE WORN.,REMOVED & REPLACED BOTH BAFFLE PLUGS.,ENGINE BAFFLE PLUGS ARE WORN.
104997,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE GASKET LEAKING.
104998,"#1, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.,"#1, 4 INTAKE GASKETS ARE LEAKING."
104999,#1 & 2 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,#1 & 2 INTAKES LEAKING.
105000,ENGINE TO BAFFLE ATTACH FITTING MISSING SCREW.,REPLACED SCREW.,ENGINE TO BAFFLE ATTACH FITTING MISSING SCREW.
105001,#2 INTAKE LEAKING.,INSTALLED NEW GASKET.,#2 INTAKE LEAKING.
105002,BAFFLE SCREW MISSING ABOVE #2 CYLINDER.,INSTALLED SCREW.,BAFFLE SCREW MISSING ABOVE #2 CYLINDER.
105003,#3 INTAKE GASKET LEAKS.,REMOVED & REPLACED GASKET.,#3 INTAKE GASKET LEAKS.
105004,#1 & 3 ROCKER COVER GASKETS LEAK.,REMOVED & REPLACED GASKETS.,#1 & 3 ROCKER COVER GASKETS LEAK.
105005,"SCREW FOR R/H AFT BAFFLE, BEHIND OIL DIPSTICK, LOOSE.",TIGHTENED SCREW.,"SCREW FOR RIGHT AFT BAFFLE, BEHIND OIL DIPSTICK, LOOSE."
105006,"GROUNDING WIRE TO ENG, PAINT NOT REMOVED AND BOLT LOOSE.",REMOVED PAINT & SECURED BOLT.,"GROUNDING WIRE TO ENGINE, PAINT NOT REMOVED AND BOLT LOOSE."
105007,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE.",INSTALLED RTV TO WORN AREA.,"BLACK BAFFLE SEAL, FORWARD ENGINE, HAS SMALL WORN SPOT ON LEFT SIDE."
105008,ENGINE BAFFLE PLUGS WORN.,REMOVED & REPLACED PLUGS.,ENGINE BAFFLE PLUGS WORN.
105009,"#1, 3 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,"#1, 3 ROCKER COVER GASKETS LEAKING."
105010,R/H REAR BAFFLE MOUNTING SCREW IS MISSING.,INSTALLED NEW SCREW.,RIGHT REAR BAFFLE MOUNTING SCREW IS MISSING.
105011,#2 INTAKE LEAKS.,REMOVED & REPLACED GASKET.,#2 INTAKE LEAKS.
105012,BOTH ENG BAFFLE PLUGS WORN.,REPLACED W/ NEW.,BOTH ENGINE BAFFLE PLUGS WORN.
105013,SCREW BEHIND ENG OIL DIPSTICK LOOSE.,TIGHTENED SCREW.,SCREW BEHIND ENGINE OIL DIPSTICK LOOSE.
105014,BLACK FWD SEAL HAS WORN SPOTS.,INSTALLED RTV TO WORN AREAS.,BLACK FORWARD SEAL HAS WORN SPOTS.
105015,L/H ENG CYL #4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,LEFT ENGINE CYLINDER #4 INTAKE GASKET IS LEAKING.
105016,1 BAFFLE PLUG IS DAMAGED.,REMOVED & REPLACED BAFFLE PLUG.,1 BAFFLE PLUG IS DAMAGED.
105017,RPM 2700 FOR 2 SEC.,"READ FDM CARD DATA, FOUND TO BE LESS THAN 5%. NO DEFECT",RPM 2700 FOR 2 SECOND.
105018,PROP OVERSPEED 2750 FOR 5 SECS.,"INSPECTED DATA ON CARD. RPM FOUND TO 2703.4, NO ACTION",PROP OVERSPEED 2750 FOR 5 SECS.
105019,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,CONTINUED  & STARTED .,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280
105019,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,COMPLETED  & . RAN ENGINE. OPS & LEAK CK,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280
105019,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280,"REVIEWED LYCOMING , DETERMINED OVERSPEED TO FALL",UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280
105022,BAFFLE SCREW MISSING ON #3 CYL.,INSTALLED NEW SCREW.,BAFFLE SCREW MISSING ON #3 CYLINDER.
105023,RIVET HEAD SHEARED ON ALT AIR DOOR.,"REMOVED RIVET, INSTALLED NEW RIVET IAW , CH",RIVET HEAD SHEARED ON ALTERNATOR AIR DOOR.
105024,R/H ENG #2 INTAKE IS LEAKING.,REPLACED GASKET.,RIGHT ENGINE #2 INTAKE IS LEAKING.
105025,#2 & 4 INTAKES LEAKING ON LEFT ENGINE.,REPLACED GASKETS.,#2 & 4 INTAKES LEAKING ON LEFT ENGINE.
105026,#3 BAFFLE SCREW MISSING.,REPLACED SCREW.,#3 BAFFLE SCREW MISSING.
105027,"FWD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE","INSPECTED SNIFFLER VALVES, NO DEFECTS NOTED. REMOVED SN","FORWARD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE"
105028,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE IS LEAKING.
105029,#1 FWD BAFFLE SEAL LOOSE.,RESECURED SEAL.,#1 FORWARD BAFFLE SEAL LOOSE.
105030,R/H #2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED W/ NEW GASKETS.,RIGHT #2 & 4 ROCKER COVER GASKETS LEAKING.
105031,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#4 INTAKE LEAKING.
105032,"L/H ENG, #4 INTAKE GASKET LEAKING.",REPLACED GASKET.,"LEFT ENGINE, #4 INTAKE GASKET LEAKING."
105033,1 BAFFLE PLUG IS DAMAGED.,REPLACED PLUG.,1 BAFFLE PLUG IS DAMAGED.
105034,#4 ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,#4 ROCKER COVER GASKET IS LEAKING.
105035,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,LEAK CK GOOD.,BAFFLE SCREWS LOOSE ON #3 CYLINDER BAFFLE.
105036,"3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,"3, 4 INTAKE GASKETS LEAKING."
105037,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL.,REPLACED W/ BIGGER RIVET.,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYLINDER.
105038,"#2, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED W/ NEW GASKETS.,"#2, 4 ROCKER COVER GASKETS LEAKING."
105039,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,PARTIALLY REMOVED #3 CYL BAFFLING SECURED SCREWS & OIL,BAFFLE SCREWS LOOSE ON #3 CYLINDER BAFFLE.
105040,L/H ENG #3 INTAKE GASKET LEAKS.,REMOVED & REPLACED INTAKE GASKET.,LEFT ENGINE #3 INTAKE GASKET LEAKS.
105041,R/H ENG #2 CYL BAFFLE SEAL LOOSE.,TIGHTENED RIVETS ON SEAL.,RIGHT ENGINE #2 CYLINDER BAFFLE SEAL LOOSE.
105042,"R/H ENG #2, 3 INTAKE LEAKING.",REMOVED & REPLACED GASKETS.,"RIGHT ENGINE #2, 3 INTAKE LEAKING."
105043,#2 INTAKE LEAKING ON L/H ENGINE.,REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING ON LEFT ENGINE.
105044,FWD BAFFLE SEAL LOOSE @ #1 CYL.,RESECURED BAFFLE MATERIAL.,FORWARD BAFFLE SEAL LOOSE @ #1 CYLINDER.
105045,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE GASKET LEAKING.
105046,ROCKER COVER SCREW MISSING ON #2 CYL.,INSTALLED NEW SCREW ON ROCKER COVER.,ROCKER COVER SCREW MISSING ON #2 CYLINDER.
105047,OIL LEAK DISCOVERED ON #2 CYL.,INSTALLED NEW #2 ROCKER BOX COVER GASKET. RESAFETIED BO,OIL LEAK DISCOVERED ON #2 CYLINDER.
105048,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 4 INTAKES LEAKING.
