IDENT,DESAB
105010,RIGHT REAR BAFFLE MOUNTING SCREW IS MISSING.
105011,#2 INTAKE LEAKS.
105012,BOTH ENGINE BAFFLE PLUGS WORN.
105013,SCREW BEHIND ENGINE OIL DIPSTICK LOOSE.
105014,BLACK FORWARD SEAL HAS WORN SPOTS.
105015,LEFT ENGINE CYLINDER #4 INTAKE GASKET IS LEAKING.
105016,1 BAFFLE PLUG IS DAMAGED.
105017,RPM 2700 FOR 2 SECOND.
105018,PROP OVERSPEED 2750 FOR 5 SECS.
105019,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280
105022,BAFFLE SCREW MISSING ON #3 CYLINDER.
105023,RIVET HEAD SHEARED ON ALTERNATOR AIR DOOR.
105024,RIGHT ENGINE #2 INTAKE IS LEAKING.
105025,#2 & 4 INTAKES LEAKING ON LEFT ENGINE.
105026,#3 BAFFLE SCREW MISSING.
105027,"FORWARD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE"
105028,#4 INTAKE IS LEAKING.
105029,#1 FORWARD BAFFLE SEAL LOOSE.
105030,RIGHT #2 & 4 ROCKER COVER GASKETS LEAKING.
105031,#4 INTAKE LEAKING.
105032,"LEFT ENGINE, #4 INTAKE GASKET LEAKING."
105033,1 BAFFLE PLUG IS DAMAGED.
105034,#4 ROCKER COVER GASKET IS LEAKING.
105035,BAFFLE SCREWS LOOSE ON #3 CYLINDER BAFFLE.
105036,"3, 4 INTAKE GASKETS LEAKING."
105037,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYLINDER.
105038,"#2, 4 ROCKER COVER GASKETS LEAKING."
105039,BAFFLE SCREWS LOOSE ON #3 CYLINDER BAFFLE.
105040,LEFT ENGINE #3 INTAKE GASKET LEAKS.
105041,RIGHT ENGINE #2 CYLINDER BAFFLE SEAL LOOSE.
105042,"RIGHT ENGINE #2, 3 INTAKE LEAKING."
105043,#2 INTAKE LEAKING ON LEFT ENGINE.
105044,FORWARD BAFFLE SEAL LOOSE @ #1 CYLINDER.
105045,#4 INTAKE GASKET LEAKING.
105046,ROCKER COVER SCREW MISSING ON #2 CYLINDER.
105047,OIL LEAK DISCOVERED ON #2 CYLINDER.
105048,#2 & 4 INTAKES LEAKING.
105049,OIL LEAK ON RIGHT FORWARD CYLINDER INTAKE TUBE.
105050,"HIGH CYLINDER HEAD TEMPS, OVER 400*."
105051,#4 CYLINDER ROCKER COVER GASKET LEAKING.
105052,OIL COMING OUT OF TOP LEFT COWLING.
105055,RIGHT ENGINE OVER TEMPERATURE 503*.
105056,"#2, 3, 4 INTAKE GASKETS ON RIGHT ENGINE, LEAKING."
105057,INTAKE GASKET LEAKING ON LEFT ENGINE #4 CYLINDER.
105058,LEFT ENGINE #2 CYLINDER COMPRESSION LOW.
105059,RIGHT ENGINE #4 CYLINDER AFT BAFFLE HAS SCREW MISSING.
105060,LEFT ENGINE #2 CYLINDER COMPRESSION LOW.
105061,"FORWARD BAFFLE, BY #2 CYLINDER, CRACKED."
105062,#2 & 4 INTAKES LEAKING.
105063,#4 CYLINDER INTAKE LEAK.
105064,PROP STRIKE REQUIRING REPLACEMENT OF PROP
105066,INTAKES 2 & 4 LEAKING.
105067,"PROP OVERSPEED IN DOWN DRAFT = 2730 RPM, 2-3 SECS."
105068,#4 CYLINDER BAFFLE SECTION DAMAGED.
105069,ENGINE GROUNDING BOLT LOOSE.
105070,RIGHT ENGINE #3 INTAKE GASKET LEAKING.
105071,ALL HOSE CLAMPS ON ROCKER DRAINS LOOSE.
105072,"2, 3 & 4 INTAKES LEAKING."
105073,#1 CYLINDER BAFFLE SEAL NEEDS TO BE SECURED.
105074,"LEFT ENGINE, #3 ROCKER COVER GASKET LEAKS."
105075,LEFT ENGINE BAFFLE SEAL LOOSE BY #4 CYLINDER.
105076,STANDOFF ON CYLINDER #3 BROKEN.
105077,2 & 4 INTAKE GASKETS LEAKING.
105078,BOTH ENGINE BAFFLE PLUGS ARE WORN.
105079,BLACK FORWARD SEAL ON ENGINE WORN IN SPOTS & LOOSE ON LEFT SIDE.
105080,"DURING FLIGHT, LEFT ENGINE WAS RUNNING ROUGH. COULD NOT GET V"
105082,"DURING RUN UP, BROUGHT THROTTLE TO IDLE; ENGINE SHUT DOWN."
105083,BAFFLE PLUGS WORN.
105084,LEFT ENGINE #2 & 4 INTAKE GASKETS LEAK.
105085,#4 INTAKE GASKET LEAKING.
105086,BAFFLE SEAL IS LOOSE ON FORWARD BOTTOM RIGHT SIDE.
105087,#3 INTAKE LEAKING.
105088,ENGINE WAS SPUTTERING LIKE IT WAS GOING TO CUT OUT AT 1000 R
105089,STUCK VALVE ON #3 CYLINDER. DAMAGE TO PUSH ROD & HOUSING.
105092,#3 & 2 INTAKE GASKETS LEAKING.
105093,SNIFFLER VALVES DIRTY.
105094,#4 CYLINDER INTAKE GASKET LEAKS.
105095,#2 & 4 UPPER LEADS NEED TO BE SECURED AT BATTERY COOLING.
105096,#2 INTAKE GASKET LEAKING.
105097,RIGHT ENGINE #2 INTAKE GASKET LEAKING.
105098,#3 BAFFLE NEEDS TO BE PATCHED. BUTTON PLUG HOLE HAS WORN TOO
105099,#2 INTAKE LEAKING ON RIGHT ENGINE.
105100,#3 & 4 INTAKES LEAKING ON LEFT ENGINE.
105101,#4 INTAKE GASKET LEAKING.
105102,OVERSPED PROP TO 2720 RPM FOR APPROX 1 SECOND.
105103,RIGHT ENGINE #3 INTAKE GASKET LEAKS.
105104,#2 FRONT BAFFLE IS CRACKED.
105105,RIGHT ENGINE BAFFLE ACCESS HOLE ELONGATED.
105106,#1 CYLINDER BAFFLE UNSECURE.
105107,#4 INTAKE GASKET LEAKS.
105108,#4 INTAKE LEAKING.
105109,#4 INTAKE GASKET LEAKING.
105110,ROUGH RUNNING ENGINE ON START UP.
105111,#2 & 3 INTAKE GASKETS LEAKING.
105112,IMPELLER IS DIRTY.
105113,PROP WAS OVERSPED TO 2720 FOR 6 SECONDS.
105114,"RIGHT BAFFLE SEAL, BY #2 CYLINDER, TORN."
105115,RIGHT #2 ROCKER COVER GASKET LEAKS.
105116,"RIGHT BAFFLE SEAL, BY #2 CYLINDER, TORN."
105117,RIGHT #3 INTAKE GASKET LEAKING.
105118,LEFT ENGINE O/B BAFFLE TIE ROD BROKEN.
105119,"RIGHT #1, 3 OIL RETURN LINES LOOSE."
105120,#1 INTAKE LEAKING.
105121,FORWARD RIGHT BAFFLE NEEDS TO BE SEALED.
105122,#4 INTAKE GASKET LEAKING.
105123,UPON ENGINE START UP; WHEN INCREASING THROTTLE TO 1200 TO LEADING-EDGE
105124,"FORWARD BAFFLING, AFT OF ALTERNATOR, IS CRACKED."
105125,RIGHT BAFFLE SPRING PULLED THROUGH AFT BAFFLING.
105126,#4 INTAKE GASKET LEAKS.
105127,#2 & 4 INTAKES LEAKING.
105128,BAFFLE PLUGS WORN.
105129,#4 INTAKE GASKET LEAKING.
105130,#3 INTAKE IS LEAKING.
105131,LEFT BAFFLE CRACKED BY #3 CYLINDER.
105132,LEFT #3 INTAKE GASKET LEAKING.
105133,"LEFT ENGINE RUNS @ 2700, RIGHT ONLY 2600."
105134,#1 INTAKE LEAKING.
105135,#1 & 4 ROCKER COVERS LEAKING.
105136,ENGINE BAFFLE SEAL LOOSE BY #1 CYLINDER.
105137,"ON CLIMB OUT, HAD AN AUDIBLE RPM DROP & LOSS OF 400 RPM. ENGINE"
105138,ENGINE RAN VERY ROUGH A FEW DIFFERENT TIMES IN PATTERN. RPM
105139,OIL BREATHER LEAKING.
105141,CYLINDER #4 INTAKE GASKET LEAKING.
105142,PROP OVERSPEED TO 2630.
105143,#3 AFT BAFFLE IS CRACKED.
105144,RIGHT FORWARD ENGINE BAFFLE CRACKED.
105145,RIGHT BAFFLE BY #1 CYLINDER CRACKED.
105146,"RIGHT #1, 2 INTAKE GASKETS LEAKING."
105147,LEFT ENGINE #2 CYLINDER COMPRESSION LOW.
105149,OIL COOLER WEATHER STRIPPING LOOSE.
105150,BAFFLING CRACKED ON #1 CYLINDER.
105151,#2 INTAKE TUBE GASKET LEAKING.
105152,#3 ROCKER BOX COVER GASKET LEAKING.
105153,RIGHT REAR ENGINE BAFFLE MOUNT RIVETS BROKEN.
105154,#2 INTAKE IS LEAKING.
105155,ROCKER COVER SCREW IS MISSING.
105156,#2 CYLINDER INTAKE LEAKING.
105157,LEFT #4 ROCKER COVER GASKET LEAKS.
105158,"AFTER ENGINE START, ENGINE WAS RUNNING ROUGH BELOW 1000 RPM."
105159,#4 INTAKE LEAKING.
105160,LEFT O/B BAFFLE TIE ROD BROKEN.
105161,FRONT LOWER BAFFLE HAS HOLE IN IT FROM MUFFLER SHROUD.
105162,LEFT FORWARD BAFFLE CRACKED.
105165,FORWARD BAFFLE SEAL MISSING FROM MUFFLER INTAKE ON BAFFLE.
105166,RIGHT REAR BAFFLE HAS SHEARED RIVET.
105167,"#1, 3 & 4 ROCKER COVERS ARE LEAKING."
105168,RIGHT ENGINE AFT BAFFLE CRACKED NEAR OIL COOLER.
105169,"RIGHT ENGINE, RIGHT BAFFLE TIE ROD REQUIRES ADJUSTMENT."
105170,RIGHT ENGINE #3 INTAKE GASKET LEAKING.
105171,#1 CYLINDER WIRE STANDOFF IS BROKEN.
105172,#3 CYLINDER INTAKE GASKET LEAKING.
105173,#3 CYLINDER PUSH ROD (EXHAUST) HOUSING GASKET LEAKING.
105174,ENGINE RPM WOULD NOT STABILIZE. CONSTENTLY VARYING & STUDDER
105175,#3 CYLINDER PUSH ROD (EXHAUST) HOUSING GASKET LEAKING.
105176,"DURING ENTIRE FLIGHT LEFT RPM WOULD INCREASE SIGNIFICANTLY, R"
105177,"INTAKES #2, 3, 4 LEAKING."
105178,#1 ROCKER COVER GASKET LEAKS.
105179,RIGHT REAR ENGINE BAFFLE MOUNT LOOSE.
105180,#3 INTAKE LEAKING.
105181,SNIFFLER VALVES DIRTY.
105182,ENGINE AIR FILTER DIRTY.
105183,OIL PRESSURE SENDER GROUND STRAP NOT CONNECTED.
105184,BOTH BAFFLE PLUGS BROKEN.
105185,BAFFLE SEAL BY #1 CYLINDER LOOSE.
105186,#1 & 2 INTAKES LEAKING.
105187,LEFT ENGINE #2 & 3 INTAKE GASKETS LEAKING.
105188,#2 INTAKE LEAKING.
105189,#2 & 4 INTAKES LEAKING.
105190,RIGHT ENGINE #3 INTAKE TUBE GASKET LEAKING.
105191,BAFFLE WIRE BROKEN.
105192,"BRACKET FOR BAFFLE, BEHIND OIL TUBE, CRACKED."
105193,#4 CYLINDER AFT BAFFLE CRACKED.
105194,#3 CYLINDER SIDE & AFT BAFFLES CRACKED.
105195,#4 INTAKE LEAKING.
105196,#1 ROCKER COVER LEAKING.
105197,RIGHT AFT BAFFLE SCREW LOOSE.
105198,DURING CLIMB OUT THE ENGINE RAN ROUGH. SPUTTERING WAS ALSO N
105199,LEFT ENGINE #4 CYLINDER BAFFLE WIRE STANDOFF BROKEN.
105200,#2 CYLINDER ON LEFT ENGINE BAFFLE SEAL NEEDS TO BE SECURED.
105201,#4 ROCKER COVER GASKET LEAKING ON LEFT ENGINE.
105202,#4 INTAKE GASKET LEAKING ON LEFT ENGINE.
105203,#1 CYLINDER BAFFLE SEAL NEEDS TO BE REPLACED ON LEFT ENGINE.
105204,COWL SEAL MISSING/LOOSE ON LOWER RIGHT ENGINE.
105205,#2 INTAKE GASKET IS LEAKING.
105206,RIGHT ENGINE CARBURETOR HEAT BOX ARM LOOSE.
105207,CARBURETOR INLET GASKETS LEAKING ON BOTH ENGINES.
105209,#2 INTAKE GASKET LEAKING.
105210,LEFT INNER ENGINE BAFFLE TIE IS DISCONNECTED.
105211,#4 INTAKE GASKET IS LEAKING.
105212,"BAFFLE PLUGS ARE LOOSE, PATCHES ARE NEEDED."
105213,#2 INTAKE LEAKING.
105214,"ENGINE RAN ROUGH AFTER START UP, W/ GAINS & DROPS OF ABOUT 8"
105215,#3 & 4 INTAKES LEAKING.
105216,IDLE LOW.
105217,DURING POST FLIGHT FOUND OIL ON INTAKE PIPES.
105218,LEFT ENGINE #2 INTAKE GASKET LEAKING.
105219,RIGHT ENGINE #4 INTAKE GASKET LEAKING.
105220,RIGHT ENGINE #3 ROCKER COVER GASKET LEAKING.
105221,OIL LEAK ABOVE LEFT MAGNETOS.
105222,BOTH OIL COOLERS DIRTY.
105223,SNIFFLER VALVES DIRTY.
105224,OIL LEAK ABOVE LEFT MAGNETOS.
105225,#1 & 4 INTAKES HAVE EVIDENCE OF LEAKING.
105226,ROUGH ENGINE ON TAKE OFF
105228,ENGINE IDLE SPEED 1650 RPM.
105229,BAFFLE PLUGS ARE LOOSE.
105230,#4 INTAKE LEAKING.
105231,OIL COOLER IS DIRTY.
105232,#1 & 4 INTAKES LEAKING ON RIGHT ENGINE.
105233,"INTAKES #2, 3 & 4 LEAKING ON LEFT ENGINE."
105234,RIGHT AIR INTAKE HOSE NOT HOOKED UP.
105235,#2 INTAKE GASKET LEAKING.
105236,BAFFLE SEAL ABOVE #3 CYLINDER LOOSE.
105237,LEFT AFT STAND OFF BROKEN.
105238,INNER BAFFLE TIE DISCONNECTED.
105239,#2 & 3 ROCKER COVERS LEAKING.
105240,#2 INTAKE LEAKING.
105241,RIGHT AFT BAFFLE BRACKET HAS BROKEN RIVETS.
105242,#3 CYLINDER ROCKER COVER MISSING SCREW.
105243,ROUGH ENGINE
105245,"#4 INTAKE LEAKING, LEFT ENGINE."
105246,RIGHT ENGINE #2 CYLINDER INTAKE GASKET LEAKING.
105247,"AFTER START UP, ENGINE DIED."
105248,RIGHT ENGINE BACKBONE BOLT LEAKS A LITTLE OIL.
105249,"RIGHT ENGINE #1, 2 INTAKES LEAKING."
105250,RIGHT ENGINE #4 ROCKER COVER LEAKING.
105251,RIGHT ENGINE BACKBONE BOLT LEAKS A LITTLE OIL.
105252,#3 CYLINDER HAS LOW COMPRESSION.
105255,ANY INCREASE IN THROTTLE WOULD CAUSE SPUTTER & DROP IN RPM.
105256,#4 INTAKE GASKET LEAKS.
105257,#4 INTAKE GASKET LEAKING.
105258,AFTER STORAGE RUN NEEDED.
105259,#2 CYLINDER COMPRESSION LOW.
105260,"BAFFLE TIE ROD IN BETWEEN #1 & 3 CYLINDER, NOT HOOOKED UP."
105261,#2 CYLINDER COMPRESSION LOW.
105262,"RIGHT ENGINE, RIGHT AFT ENGINE BAFFLE CRACKED."
105263,LEFT ENGINE #3 & 4 INTAKE TUBE GASKETS LEAKING.
105264,RIGHT ENGINE #3 INTAKE TUBE GASKET LEAKING.
105265,#4 INTAKE GASKET LEAKING.
105266,RIGHT ENGINE #1 INTAKE IS LEAKING.
105267,#3 & 4 LEFT ROCKER COVERS ARE LEAKING.
105268,#2 CYLINDER VALVE STICKING.
105271,"DURING CLIMB OUT, LEFT ENGINE SHUTTERED 3 TIMES. EACH TIME RIGHT PATTERN"
105272,#2 BAFFLE SEAL LOOSE.
105273,BAFFLE PLUG IS BROKEN.
105274,BAFFLE SEAL ON #1 CYLINDER NEEDS TO BE SECURED.
105275,#3 INTAKE LEAKING.
105276,FORWARD BAFFLE CRACKED UNDER THE ALTERNATOR.
105277,RIGHT REAR ENGINE BAFFLE MOUNT LOOSE.
105278,#4 INTAKE LEAKING.
105279,"WHEN CLIMBING, HEARD ENGINE W/ SOME NOISE. ENGINE MADE A THU"
105280,RIGHT REAR ENGINE BAFFLE SCREW LOOSE.
105281,#2 INTAKE TUBE LEAKING.
105282,"AFTER ENGINE & ROTOR RUN UP, RPM DROPPED 250 & CONTINUED TO"
105284,"RIGHT ENGINE BAFFLE SEAL LOOSE, ABOVE #4 CYLINDER."
105285,"LEFT ENGINE, CYLINDER #2 INTAKE GASKET IS LEAKING."
105286,#1 & 4 INTAKES LEAKING.
105287,BLACK FORWARD LOWER ENGINE SEAL WORN AT AIR INTAKE FILTER.
105288,RIGHT ENGINE #1 INTAKE IS LEAKING.
105289,#4 INTAKE GASKET LEAKS.
105290,#3 INTAKE TUBE GASKET LEAKING.
105291,#4 CYLINDER BAFFLE PLUG TABS BROKEN.
105292,BOTH BAFFLE PLUGS DAMAGED.
105293,A/C NEEDS AFTER STORAGE RUN.
105294,A/C AFTER STORAGE RUN NEEDED.
105295,"DURING FLIGHT, HIGH OIL PSI OCCURRED. WHEN EXERCISE PROP, OI"
105296,RIGHT ENGINE #4 AFT BAFFLE SEAL LOOSE.
105297,RIGHT ENGINE #1 SIDE BAFFLE SEAL WORN.
105298,BAFFLE PLUGS WORN.
105299,ALTERNATE AIR DOOR SPRING IS WEAK.
105300,#3 ROCKER COVER LEAKING.
105301,BAFFLE PLUGS WORN.
105302,"#4 INTAKE LEAKING, RIGHT ENGINE."
105303,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXHAUST
105305,#4 INTAKE GASKET LEAKING.
105306,#2 & 4 INTAKES LEAKING.
105307,LEFT ENGINE #3 CYLINDER COMPRESSION LOW.
105309,#3 INTAKE LEAKING.
105310,BOTH BAFFLE PLUGS DAMAGED.
105311,"DURING FLIGHT, ENGINE RPM WAS 2740 FOR 3 SECONDS."
105312,LOW COMPRESSION ON #3 CYLINDER.
105313,BOTH BAFFLE PLUGS DAMAGED.
105314,LARGE POOL OF OIL UNDER ENGINE. OIL HAS BEEN ADDED LAST 2 DA
105315,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.
105318,LEFT ENGINE #2 CYLINDER INTAKE GASKET LEAKING.
105319,REACHED 2720 RPM FOR ABOUT 2 SECONDS.
105320,"AFTER ENGINE START, THERE WAS ENGINE VIBRATION. SUSPECT CYLINDER"
105324,#4 ROCKER COVER GASKET IS LEAKING.
105325,#3 INTAKE GASKET IS LEAKING.
105326,ALL ROCKER COVER GASKETS LEAK.
105327,SCREW MISSING ON #2 ROCKER COVER.
105328,"DURING STEEP TURNS, ENGINE BEGAN TO STRUGGLE & COUGHED OFTEN"
105333,OIL COOLER CLOGGED (DIRTY BETWEEN FINS).
105334,DURING LATE TAKEOFF ROLL & PATTERN; ENGINE SOUNDED LIKE IT W
105336,OIL TEMPERATURE LIGHT INOPERABLE.
105337,LEFT ENGINE DATA PLATE RIVETS MISSING.
105338,"IN CRUISE, ON WAY TO PRACTICE AREA, ENGINE RPM DROPPED & THE"
105339,FORWARD LOWER BLACK SEAL HAS WORN SPOTS FORM INTAKE FILTER BRACKET
105340,"#2, 3 & 4 INTAKE GASKETS ARE LEAKING."
105341,LARGE PUDDLE OF LIQUID UNDER ENGINE.
105342,"ON START UP, ENGINE RAN VERY ROUGH. TRIED TO INCREASE POWER"
105344,"AFTER ENGINE START UP, NOTICED VIBRATION & ROUGH RUNNING ENGINE"
105348,LEFT #2 INTAKE LEAKING.
105349,RIGHT #2 INTAKE LEAKING.
105350,#3 INTAKE TUBE GASKET LEAKING.
105351,#3 BAFFLE BRACKET MISSING HARDWARE.
105352,BOTH BAFFLE PLUGS DAMAGED.
105353,TOP CASE BOLT LEAKING.
105354,BOTH BAFFLE PLUGS DAMAGED.
105355,#2 INTAKE GASKET LEAKS.
105356,#3 INTAKE TUBE GASKET LEAKING.
105357,#1 CYLINDER BAFFLE IS CRACKED.
105358,OIL COOLER DIRTY.
105359,"BAFFLE SEAL LOOSE, FORWARD OF #1 CYLINDER."
105360,RIGHT ENGINE FIRE SEAL LOOSE ON BOTTOM COWL.
105361,"SILICONE NEEDED ON TOP OF OIL COOLER, AGAINST COWL."
105362,LEFT ENGINE I/B INTAKE SCREEN PANEL CHAFING.
105363,COWLING SEAL NEEDS TO BE RESECURED (LOWER AFT).
105364,"GROUND POWER CHECK NEEDED, LEFT & RIGHT ENGINES."
105365,LOWER FORWARD ENGINE COWL NEEDS DOUBLER ON GUIDE HOLE FOR TOP CO
105366,VERIFY CONDITION OF RIGHT ENGINE FOR MISMATCH W/ LEFT ENGINE.
105367,RIGHT BAFFLE TIE BROKEN.
105368,BOTH BAFFLE PLUGS DAMAGED.
105369,#2 INTAKE IS MISSING OUTER NUT.
105371,#1 & 2 ROCKER GASKETS LEAKING.
105372,#2 & 4 INTAKE GASKETS LEAKING.
105373,#2 CYLINDER ROCKER COVER SEAL LEAKS.
105375,"ENGINE GROUNDING BOLT, BY OIL TUBE, LOOSE."
105376,ALL 4 INTAKES LEAKING ON RIGHT ENGINE.
105377,"#2, 3, 4 INTAKES LEAKING ON LEFT ENGINE."
105378,#2 INTAKE GASKET LEAKING.
105379,MOMENTARILY EXCEEDED 2700 RPM DURING RECOVERY OF SIMULATED E
105380,"LEFT ENGINE CYLINDER #3, 2 & 4 INTAKE GASKETS ARE LEAKING."
105381,"RIGHT ENGINE CYLINDER #2, 3 & 4 INTAKE GASKETS ARE LEAKING."
105383,RIGHT ENGINE CYLINDER #2 HAS POSSIBLE CRACK BY INTAKE PORT.
105384,DURING FLIGHT A/C WOULD INTERMITTENTLY LOSE POWER ON LEFT ENGINE
105385,#2 INTAKE GASKET LEAKING.
105386,"DURING ENGINE START & ENGINE RUNNING, THERE WERE VIBRATION S"
105388,ENGINE GROUNDIN STRAP BOLT LOOSE.
105389,FOREIGN OBJECT DAMAGE AFT OF SPINNER
105390,SCREW MISSING FROM #3 ROCKER COVER
105391,CYLINDER #4 INTAKE GASKET IS LEAKING.
105392,#4 INTAKE LEAKING.
105393,#2 INTAKE GASKET LEAKING.
105394,SCREW MISSING ON #3 CYLINDER BAFFLING.
105395,BAFFLE SEAL NEEDS TO BE SECURED ON #1 CYLINDER.
105396,#3 INTAKE GASKET LEAKS.
105397,#1 BAFFLE IS CRACKED.
105398,#4 OIL RETURN TUBE HOSE CLAMPS LOOSE.
105399,RIGHT ENGINE CYLINDER #3 INTAKE GASKET IS LEAKING.
105400,BOTH BAFFLE PLUGS DAMAGED.
105401,#3 INTAKE LEAKING.
105402,BOTH ENGINES #2 INTAKES ARE LEAKING.
105404,BAFFLE SEAL ON #1 CYLINDER NEEDS TO BE SECURED.
105405,#3 ROCKER COVER GASKET LEAKS.
105406,#2 ROCKER COVER LEAKING.
105407,#2 & 4 INTAKE GASKETS ARE LEAKING.
105408,"RIGHT ENGINE INTAKES 2, 3, 4 GASKETS LEAKING."
105409,LEFT BOTTOM OF OIL COOLER NEEDS TO BE SEALED UP.
105410,"INTAKE 2, 3 & 4 LEAKING ON LEFT ENGINE."
105411,"RIGHT ENGINE CYLINDER #1, 3, 4 INTAKE GASKETS ARE LEAKING."
105412,ALL 4 ROCKER COVERS LEAKING.
105413,OIL ON CRANKSHAFT PLUG.
105415,"#1, 2, 4 INTAKE GASKETS LEAKING."
105416,CRANKSHAFT SEAL SHOWS SIGNS OF LEAKING.
105418,#3 BAFFLE BRACKET IS CRACKED.
105419,BAFFLE IS CRACKED AT LOWER O/B OIL COOLER BOLT.
105420,ALL 4 ROCKER COVER GASKETS NEED TO BE REPLACED.
105421,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL. 
105423,EXPERIENCED SEVERE ENGINE ROUGHNESS WHILE ON LONG FINAL.
105424,#2 INTAKE LEAKING.
105425,#2 ROCKER COVER LEAKING.
105426,#3 INTAKE LEAKING.
105427,#2 & 4 INTAKE LEAKING.
105428,#2 INTAKE GASKET LEAKING.
105429,#3 INTAKE LEAKING ON RIGHT ENGINE.
105430,"IDLES EXTREMELY ROUGH, AROUND 400 RPM."
105431,#3 ROCKER COVER GASKET LEAKS.
105432,LOOSE POP RIVET #3 CYLINDER BRACKET.
105433,"FERROUS CHIP ABOUT 1/8"" LONG, FOUND IN SUCTION SCREEN."
105434,PROP RIVETS LOOSE ON RIGHT FORWARD SIDE OF ENGINE BAFFLE.
105435,"FERROUS CHIP ABOUT 1/8"" LONG, FOUND IN SUCTION SCREEN."
105436,"GROUNDING STRAP ON ENGINE, LOOSE BOLT."
105437,"LOWER FORWARD BLACK SEAL, ABOVE ENGINE FILTER, WORN SPOTS."
105438,#2 INTAKE GASKET LEAKS ON LEFT ENGINE.
105439,INTAKES #2 & 4 LEAKING ON RIGHT ENGINE.
105440,2 PHENOLIC SPACERS BROKEN ON THROTTLE CONTROL QUADRANT.
105441,#1 CYLINDER ON RIGHT ENGINE SUSPECT CRACKED.
105443,#1 CYLINDER ROCKER COVER GASKET LEAKS.
105444,#2 INTAKE LEAKING ON LEFT ENGINE.
105445,ALL SPARK PLUGS WORN.
105446,"ENGINE RPM DROPPED 200-300 RPM SUDDENLY, ACCOMPANIED BY STRO"
105449,#2 SIDE BAFFLE SEAL LOOSE.
105450,#1 INTAKE LEAKING.
105451,LEFT ENGINE #4 INTAKE GASKET LEAKS.
105452,LEFT ENGINE #4 ROCKER COVER GASKET LEAKS.
105453,"RIGHT ENGINE #2, 4 INTAKE GASKET LEAKING."
105454,LEFT ENGINE #3 INTAKE GASKET LEAKING.
105455,"RIGHT ENGINE #3, 4 INTAKE GASKETS LEAKING."
105456,#4 INTAKE GASKET LEAKS.
105457,BAFFLE CRACKED BY #2 CYLINDER ON RIGHT ENGINE.
105458,"#2, 3, 4 INTAKE GASKETS LEAKING ON LEFT ENGINE."
105459,WORN SPOTS ON BLK SEAL IN LOWER FRONT BAFFLING.
105460,#2 INTAKE GASKET IS LEAKING.
105461,#3 CYLINDER FAILED COMPRESSION.
105462,BOTH BAFFLE PLUGS DAMAGED.
105463,#3 CYLINDER FAILED COMPRESSION.
105465,CYLINDER #4 ROCKER COVER GASKET REQUIRES REPLACEMENT.
105466,LEFT ENGINE #4 ROCKER GASKET LEAKING.
105467,#3 CYLINDER INTAKE GASKET LEAKING ON LEFT ENGINE.
105468,CLICKING NOISE NOTICED DURING INITIAL CLIMB & THROUGHOUT RESISTANCE
105469,PROP OVERSPEED; RPM ABOUT 2850 W/ PROP CONT AT HIGH RPM IN L
105472,BAFFLE PLUG MISSING.
105473,CENTER COWLING INLET TUBE NEEDS REPLACEMENT.
105474,#2 ROCKER COVER GASKET LEAKING.
105475,FOREIGN OBJECT DAMAGE ON TOP OF ENGINE
105476,ENGINE QUIT.
105477,BOTH BAFFLE PLUGS DAMAGED.
105478,A/C ENGINE WOULD SHUT DOWN WHEN LEANING MIXTURE ON THE GROUN
105479,#2 CYLINDER INTAKE LEAKING.
105480,#1 & 3 INTAKES LEAKING.
105481,RIGHT REAR ENGINE BAFFLE MOUNTING SCREW MISSING.
105482,"ROUGH OPERATION AFTER START UP, ENGINE WANTS TO DIE AT 1000"
105483,#2 CYLINDER HAS LOW COMPRESSION.
105487,#1 ROCKER COVER IS LEAKING.
105488,#1 & 4 INTAKE GASKETS LEAKING.
105489,"RIGHT AFT I/B BAFFLE SCREW MISSING, BY DIPSTICK."
105490,#3 ROCKER COVER LEAKS.
105491,#3 CYLINDER HAS LOW COMPRESSION (40/80).
105495,BOTH BAFFLE PLUGS DAMAGED.
105496,"BAFFLE SCREW, BEHIND DIPSTICK, LOOSE."
105497,EXPERIENCED MOMENTARY LOSS OF POWER.
105498,ALL INTAKE GASKETS NEED TO BE REPLACED.
105499,#1 & 2 CYLINDER INTAKE GASKETS LEAK.
105500,BAFFLE SEAL ABOVE CYLINDERS 1 & 4 LOOSE.
105501,RIGHT ENGINE BAFFLE PLUG DAMAGED.
105502,RIGHT ENGINE CYLINDER #3 IS CRACKED.
105504,#3 INTAKE LEAKING.
105505,#2 INTAKE GASKET LEAKS.
105506,"WHEN UNDER POWER, DURING CLIMB & WHILE CRUISING, ENGINE WAS"
105507,HARDWARE MISSING FROM #2 CYLINDER BAFFLE.
105508,"#2, 3 ROCKER COVER GASKETS LEAK."
105509,LEFT BAFFLE PLUG HOLE IS WALLARD OUT.
105510,#4 INTAKE GASKET IS LEAKING.
105511,ALL INTAKE TUBE GASKETS LEAKING.
105512,RIVETS PULLED THRU AT AFT BAFFLE CENTER.
